Date,Stock1,Stock2,Stock3,Stock4,Stock5
2024-01-01,107.72579552117705,105.9556751660438,96.89456788248314,105.03725157153512,101.13349884713405
2024-01-02,108.12475044232652,108.32532054559624,88.16568220987148,98.1131141203106,115.01279036057889
2024-01-03,97.56115157339829,112.00258729354678,100.63890276295116,100.72948816972477,104.05557503469714
2024-01-04,90.23562236083859,106.39199792712255,108.71808730434856,89.27659183539471,101.53009296399547
2024-01-05,105.03098266835119,101.71094924183193,118.17122725570866,101.47619974632055,83.62305543866853
2024-01-08,78.69392980924732,106.73530679927502,101.10238620870456,92.94331582887476,92.77293309168977
2024-01-09,96.74720751345691,69.11716947528855,89.22343267774279,111.21179666517014,94.0196293212537
2024-01-10,105.02226157812221,102.31609839134734,85.39636665107412,105.8829532344449,112.42212319055027
2024-01-11,107.11273108948106,92.97400168588837,106.51489910000278,103.44086223667125,105.10023563788715
2024-01-12,91.58615138305734,103.38633154699853,122.58420859580606,100.28933633611733,94.0464438476161
2024-01-15,117.01364914142226,86.85224694335419,104.65708769176815,104.97404773030527,92.9643862960956
2024-01-16,104.65980693276968,102.96217391198607,94.42629847093092,102.71662221654638,85.19173132266312
2024-01-17,93.44362944850695,98.45861061134713,113.21412141859408,93.87719684283115,98.80812774475444
2024-01-18,103.58731625232568,87.68501921081221,92.94474531725744,85.08002754551802,85.96430261450229
2024-01-19,102.4922538707183,102.99861682180756,102.05211637015654,100.23229107299383,83.55090192072625
2024-01-22,83.77453517527572,96.08650981062914,103.2805942326278,95.98784093729051,104.25818736934927
2024-01-23,108.14355097832212,114.4233665443678,123.71567765841601,99.63997238828782,97.5352885535292
2024-01-24,98.63809399032736,105.44336718322982,96.87193915593,101.97383728993289,91.3504644566047
2024-01-25,94.7198888125319,85.90584580372139,75.8577618313542,100.3167869441616,96.10447218743714
2024-01-26,105.70953861602166,105.4306371454619,107.66342450912629,104.59475843403978,110.62885378079159
2024-01-29,90.31681858909863,92.81372833820011,89.74747906184695,104.73774427158554,97.5486248280982
2024-01-30,113.92475428503735,101.8267269211708,104.19393218992079,101.39173411797934,80.885618332632
2024-01-31,80.98963710901886,112.22720824459823,111.33490072666626,90.33537501106954,99.37752363988142
2024-02-01,95.7071695346856,91.21543275750622,109.11913853887997,114.53194382978388,96.07087488632322
2024-02-02,99.66880720974014,94.6330812428185,83.87536191874419,102.80341326659907,109.87352399335357
2024-02-05,91.48383285382467,96.88976470133348,103.54099169919728,99.96671547918362,91.8078123254939
2024-02-06,101.91361973906265,106.61317602345764,107.87591038327585,97.79586690668035,96.9645114304006
2024-02-07,101.52992511575903,89.94437550806937,96.81037536371244,105.00822585361502,99.14064787319936
2024-02-08,106.95242321696725,79.66061611313258,96.31572690649477,95.90809011227458,79.532500833539
2024-02-09,100.84613164442816,94.13629515848326,100.21438992789226,82.38460162812441,111.63297913506857
2024-02-12,107.32642463140587,86.15881433965889,91.97126474327791,113.80492579899058,102.75311999371398
2024-02-13,86.12785439228523,82.00144827953136,104.08473117637392,100.88400655438498,99.57355487771514
2024-02-14,95.10491314150771,84.05775399162647,115.68375267069803,96.66900132967194,107.68324332429395
2024-02-15,96.86590491389263,116.90861265998886,98.87057147353136,102.4756538411961,108.53787017256776
2024-02-16,94.41507797776511,104.14590632067842,97.5488929470754,100.69793759478839,96.88834029426674
2024-02-19,106.08217098237478,100.85714181149667,105.16601954743403,106.27742108425574,99.38092605805707
2024-02-20,89.59304194245553,95.71090112370749,91.67725771850066,94.71594558046189,111.57050164741213
2024-02-21,87.74049621731169,100.88975351581708,92.04854799645194,94.5202497368318,93.5247264912466
2024-02-22,105.88561055437064,74.37505448432742,101.67211895422756,93.38524145177459,96.46342139101654
2024-02-23,118.39860807096642,103.69579985190056,105.22941466603581,101.79729177643837,106.4442894172679
2024-02-26,88.70049279875496,112.35958522220143,121.0696201951132,110.90104823981457,81.0410677720689
